1414252860	84.00679420704452
1414252920	84.51710786962002
1414252980	85.64292439935608
1414253040	87.6269297808765
1414253100	88.97157085224407
1414253160	90.64772178393173
1414253220	89.90379399470308
1414253280	90.41583619059827
1414253340	89.56896383663126
1414253400	61.67780282844845
1414251060	51.1896376258496
1414251120	52.065780964171545
1414251180	53.983121635343025
1414251240	55.412793897931905
1414251300	56.26781611491818
1414251360	59.18581506676745
1414250520	24.56047463672659
1414250580	32.47355128870438
1414250640	31.56049435281463
1414250700	33.35084374444905
1414250760	35.10333694825673
1414250820	38.02288798920378
1414250880	40.577719497961006
1414250940	44.420677698975574
1414251000	49.5799943665939
1414251840	67.3019138413017
1414251900	68.94748819340788
1414251960	69.27890955614605
1414252020	71.23395921255465
1414252080	72.08382390581008
1414252140	73.45070128786693
1414252200	75.01762560238558
1414252260	74.8842997157959
1414252320	75.33073940366359
1414252380	76.20509629950227
1414252440	78.11388087843834
1414252500	82.53150516550089
1414252560	82.27841075080339
1414252620	81.69023676355522
1414252680	82.64255319148936
1414252740	81.77207588767696
1414252800	84.48216910110675
1414251420	60.02204361822329
1414251480	62.395655735889996
1414251540	62.21499536362432
1414251600	63.424607553883924
1414251660	66.0644957096638
1414251720	65.27138321785276
1414251780	67.25399665950847
1414253460	51.42811204802058
1414253520	50.95523288838398
1414253580	36.35258345915115
