"84855161400"	175
"84855161460"	147
"84855161520"	157
"84855161580"	132
"84855161640"	145
"84855161700"	179
"84855161760"	130
"84855161820"	147
"84855161880"	147
"84855161940"	136
"84855162000"	136
"84855162060"	170
"84855162120"	155
"84855162180"	133
"84855162240"	169
"84855162300"	140
"84855162360"	160
"84855162420"	135
"84855162480"	146
"84855162540"	152
"84855162600"	168
"84855162660"	149
"84855162720"	168
"84855162780"	169
"84855162840"	163
"84855162900"	146
"84855162960"	140
"84855163020"	152
"84855163080"	145
"84855163140"	124
"84855163200"	164
"84855163260"	127
"84855163320"	155
"84855163380"	155
"84855163440"	171
"84855163500"	159
"84855163560"	146
"84855163620"	176
"84855163680"	165
"84855163740"	141
"84855163800"	120
"84855163860"	148
"84855163920"	157
"84855163980"	169
"84855164040"	165
"84855164100"	150
"84855164160"	145
"84855164220"	183
"84855164280"	164
"84855164340"	168
"84855164400"	122
"84855164460"	158
"84855164520"	154
"84855164580"	143
"84855164640"	136
"84855164700"	158
"84855164760"	152
"84855164820"	147
"84855164880"	141
"84855164940"	155
"84855165000"	173
"84855165060"	140
"84855165120"	148
"84855165180"	139
"84855165240"	152
"84855165300"	150
"84855165360"	123
"84855165420"	158
"84855165480"	127
"84855165540"	148
"84855165600"	168
"84855165660"	133
"84855165720"	162
"84855165780"	167
"84855165840"	167
"84855165900"	182
"84855165960"	159
"84855166020"	149
"84855166080"	164
"84855166140"	164
"84855166200"	173
"84855166260"	147
"84855166320"	165
"84855166380"	178
"84855166440"	146
"84855166500"	147
"84855166560"	147
"84855166620"	162
"84855166680"	165
"84855166740"	142
"84855166800"	180
"84855166860"	149
"84855166920"	154
"84855166980"	127
"84855167040"	132
"84855167100"	133
"84855167160"	134
"84855167220"	163
"84855167280"	144
"84855167340"	171
"84855167400"	158
"84855167460"	131
"84855167520"	164
"84855167580"	153
"84855167640"	157
"84855167700"	169
"84855167760"	173
"84855167820"	108
"84855167880"	96
"84855167940"	125
"84855168000"	109
"84855168060"	115
"84855168120"	119
"84855168180"	98
"84855168240"	145
"84855168300"	147
"84855168360"	163
"84855168420"	168
"84855168480"	166
"84855168540"	162
"84855168600"	132
"84855168660"	149
"84855168720"	141
"84855168780"	141
"84855168840"	168
"84855168900"	190
"84855168960"	161
"84855169020"	151
"84855169080"	138
"84855169140"	140
"84855169200"	162
"84855169260"	134
"84855169320"	149
"84855169380"	128
"84855169440"	155
"84855169500"	151
"84855169560"	160
"84855169620"	140
"84855169680"	151
"84855169740"	120
"84855169800"	164
"84855169860"	156
"84855169920"	136
"84855169980"	141
"84855170040"	165
"84855170100"	137
"84855170160"	172
"84855170220"	140
"84855170280"	162
"84855170340"	141
"84855170400"	150
"84855170460"	148
"84855170520"	169
"84855170580"	134
"84855170640"	146
"84855170700"	159
"84855170760"	145
"84855170820"	149
"84855170880"	182
"84855170940"	139
"84855171000"	125
"84855171060"	151
"84855171120"	147
"84855171180"	139
"84855171240"	154
"84855171300"	147
"84855171360"	143
"84855171420"	171
"84855171480"	129
"84855171540"	125
"84855171600"	156
"84855171660"	129
"84855171720"	161
"84855171780"	169
"84855171840"	142
"84855171900"	132
"84855171960"	153
"84855172020"	162
"84855172080"	146
"84855172140"	137
"84855172200"	144
"84855172260"	157
"84855172320"	126
"84855172380"	168
"84855172440"	150
"84855172500"	144
"84855172560"	130
"84855172620"	154
"84855172680"	146
"84855172740"	145
"84855172800"	133
"84855172860"	164
"84855172920"	149
"84855172980"	159
"84855173040"	144
"84855173100"	161
"84855173160"	154
"84855173220"	177
"84855173280"	149
"84855173340"	176
"84855173400"	156
"84855173460"	133
"84855173520"	147
"84855173580"	161
"84855173640"	122
"84855173700"	149
"84855173760"	142
"84855173820"	128
"84855173880"	126
"84855173940"	123
"84855174000"	145
"84855174060"	158
"84855174120"	165
"84855174180"	132
"84855174240"	142
"84855174300"	136
"84855174360"	160
"84855174420"	146
"84855174480"	155
"84855174540"	129
"84855174600"	128
"84855174660"	152
"84855174720"	147
"84855174780"	156
"84855174840"	127
"84855174900"	158
"84855174960"	152
"84855175020"	114
"84855175080"	130
"84855175140"	119
"84855175200"	117
"84855175260"	111
"84855175320"	97
"84855175380"	110
"84855175440"	155
"84855175500"	155
"84855175560"	160
"84855175620"	128
"84855175680"	120
"84855175740"	157
"84855175800"	157
"84855175860"	141
"84855175920"	138
"84855175980"	144
"84855176040"	137
"84855176100"	120
"84855176160"	128
"84855176220"	165
"84855176280"	171
"84855176340"	142
"84855176400"	135
"84855176460"	141
"84855176520"	160
"84855176580"	165
"84855176640"	144
"84855176700"	166
"84855176760"	142
"84855176820"	143
"84855176880"	154
"84855176940"	148
"84855177000"	144
"84855177060"	133
"84855177120"	155
"84855177180"	138
"84855177240"	152
"84855177300"	145
"84855177360"	170
"84855177420"	176
"84855177480"	173
"84855177540"	138
"84855177600"	162
"84855177660"	147
"84855177720"	149
"84855177780"	143
"84855177840"	157
"84855177900"	129
"84855177960"	148
"84855178020"	136
"84855178080"	159
"84855178140"	146
"84855178200"	149
"84855178260"	155
"84855178320"	120
"84855178380"	144
"84855178440"	153
"84855178500"	156
"84855178560"	154
"84855178620"	133
"84855178680"	137
"84855178740"	155
"84855178800"	106
"84855178860"	133
"84855178920"	132
"84855178980"	162
"84855179040"	153
"84855179100"	148
"84855179160"	153
"84855179220"	151
"84855179280"	161
"84855179340"	152
"84855179400"	160
"84855179460"	166
"84855179520"	165
"84855179580"	131
"84855179640"	127
"84855179700"	129
"84855179760"	137
"84855179820"	178
"84855179880"	126
"84855179940"	138
"84855180000"	132
"84855180060"	143
"84855180120"	156
"84855180180"	155
"84855180240"	161
"84855180300"	165
"84855180360"	147
"84855180420"	124
"84855180480"	154
"84855180540"	170
"84855180600"	126
"84855180660"	126
"84855180720"	132
"84855180780"	133
"84855180840"	156
"84855180900"	144
"84855180960"	151
"84855181020"	138
"84855181080"	158
"84855181140"	151
"84855181200"	147
"84855181260"	125
"84855181320"	157
"84855181380"	145
"84855181440"	130
"84855181500"	141
"84855181560"	155
"84855181620"	148
"84855181680"	179
"84855181740"	161
"84855181800"	159
"84855181860"	151
"84855181920"	143
"84855181980"	147
"84855182040"	139
"84855182100"	138
"84855182160"	138
"84855182220"	121
"84855182280"	106
"84855182340"	127
"84855182400"	98
"84855182460"	83
"84855182520"	94
"84855182580"	102
"84855182640"	113
"84855182700"	120
"84855182760"	168
"84855182820"	156
"84855182880"	136
"84855182940"	113
"84855183000"	129
"84855183060"	134
"84855183120"	157
"84855183180"	152
"84855183240"	157
"84855183300"	137
"84855183360"	134
"84855183420"	160
"84855183480"	121
"84855183540"	152
"84855183600"	153
"84855183660"	132
"84855183720"	142
"84855183780"	120
"84855183840"	129
"84855183900"	128
"84855183960"	148
"84855184020"	135
"84855184080"	160
"84855184140"	135
"84855184200"	160
"84855184260"	164
"84855184320"	135
"84855184380"	146
"84855184440"	144
"84855184500"	130
"84855184560"	150
"84855184620"	145
"84855184680"	146
"84855184740"	167
"84855184800"	160
"84855184860"	135
"84855184920"	150
"84855184980"	159
"84855185040"	163
"84855185100"	137
"84855185160"	161
"84855185220"	138
"84855185280"	131
"84855185340"	149
"84855185400"	138
"84855185460"	132
"84855185520"	153
"84855185580"	151
"84855185640"	135
"84855185700"	144
"84855185760"	160
"84855185820"	154
"84855185880"	152
"84855185940"	171
"84855186000"	137
"84855186060"	131
"84855186120"	122
"84855186180"	160
"84855186240"	151
"84855186300"	131
"84855186360"	142
"84855186420"	125
"84855186480"	149
"84855186540"	134
"84855186600"	149
"84855186660"	153
"84855186720"	142
"84855186780"	139
"84855186840"	145
"84855186900"	119
"84855186960"	148
"84855187020"	152
"84855187080"	150
"84855187140"	137
"84855187200"	150
"84855187260"	127
"84855187320"	125
"84855187380"	161
"84855187440"	128
"84855187500"	149
"84855187560"	164
"84855187620"	150
"84855187680"	160
"84855187740"	138
"84855187800"	143
"84855187860"	140
"84855187920"	149
"84855187980"	150
"84855188040"	147
"84855188100"	132
"84855188160"	136
"84855188220"	155
"84855188280"	135
"84855188340"	124
"84855188400"	158
"84855188460"	138
"84855188520"	136
"84855188580"	136
"84855188640"	138
"84855188700"	141
"84855188760"	168
"84855188820"	146
"84855188880"	136
"84855188940"	168
"84855189000"	149
"84855189060"	135
"84855189120"	145
"84855189180"	155
"84855189240"	165
"84855189300"	149
"84855189360"	136
"84855189420"	97
"84855189480"	90
"84855189540"	98
"84855189600"	110
"84855189660"	90
"84855189720"	109
"84855189780"	119
"84855189840"	97
"84855189900"	125
"84855189960"	128
"84855190020"	133
"84855190080"	151
"84855190140"	146
"84855190200"	143
"84855190260"	163
"84855190320"	156
"84855190380"	120
"84855190440"	134
"84855190500"	129
"84855190560"	150
"84855190620"	115
"84855190680"	123
"84855190740"	164
"84855190800"	136
"84855190860"	151
"84855190920"	126
"84855190980"	122
"84855191040"	141
"84855191100"	145
"84855191160"	137
"84855191220"	143
"84855191280"	140
"84855191340"	140
"84855191400"	163
"84855191460"	136
"84855191520"	121
"84855191580"	143
"84855191640"	126
"84855191700"	136
"84855191760"	140
"84855191820"	149
"84855191880"	138
"84855191940"	132
"84855192000"	143
"84855192060"	128
"84855192120"	151
"84855192180"	132
"84855192240"	161
"84855192300"	170
"84855192360"	136
"84855192420"	140
"84855192480"	153
"84855192540"	127
"84855192600"	157
"84855192660"	154
"84855192720"	119
"84855192780"	143
"84855192840"	157
"84855192900"	128
"84855192960"	139
"84855193020"	149
"84855193080"	130
"84855193140"	131
"84855193200"	116
"84855193260"	153
"84855193320"	141
"84855193380"	137
"84855193440"	166
"84855193500"	112
"84855193560"	136
"84855193620"	124
"84855193680"	141
"84855193740"	143
"84855193800"	125
"84855193860"	116
"84855193920"	144
"84855193980"	136
"84855194040"	151
"84855194100"	155
"84855194160"	166
"84855194220"	143
"84855194280"	121
"84855194340"	118
"84855194400"	127
"84855194460"	164
"84855194520"	125
"84855194580"	146
"84855194640"	159
"84855194700"	143
"84855194760"	145
"84855194820"	117
"84855194880"	142
"84855194940"	153
"84855195000"	131
"84855195060"	152
"84855195120"	161
"84855058620"	286
"84855058680"	281
"84855058740"	292
"84855058800"	279
"84855058860"	275
"84855058920"	283
"84855058980"	269
"84855059040"	286
"84855059100"	267
"84855059160"	298
"84855059220"	272
"84855059280"	266
"84855059340"	278
"84855059400"	299
"84855059460"	283
"84855059520"	270
"84855059580"	294
"84855059640"	233
"84855059700"	200
"84855059760"	136
"84855059820"	198
"84855059880"	201
"84855059940"	270
"84855060000"	253
"84855060060"	257
"84855060120"	254
"84855060180"	258
"84855060240"	273
"84855060300"	259
"84855060360"	252
"84855060420"	262
"84855060480"	264
"84855060540"	273
"84855060600"	236
"84855060660"	247
"84855060720"	267
"84855060780"	252
"84855060840"	266
"84855060900"	263
"84855060960"	217
"84855061020"	272
"84855061080"	251
"84855061140"	253
"84855061200"	254
"84855061260"	264
"84855061320"	260
"84855061380"	244
"84855061440"	222
"84855061500"	252
"84855061560"	252
"84855061620"	278
"84855061680"	254
"84855061740"	227
"84855061800"	258
"84855061860"	239
"84855061920"	246
"84855061980"	273
"84855062040"	248
"84855062100"	257
"84855062160"	265
"84855062220"	234
"84855062280"	267
"84855062340"	225
"84855062400"	266
"84855062460"	256
"84855062520"	253
"84855062580"	252
"84855062640"	244
"84855062700"	262
"84855062760"	239
"84855062820"	261
"84855062880"	286
"84855062940"	246
"84855063000"	218
"84855063060"	252
"84855063120"	272
"84855063180"	260
"84855063240"	251
"84855063300"	235
"84855063360"	174
"84855063420"	184
"84855063480"	173
"84855063540"	165
"84855063600"	199
"84855063660"	260
"84855063720"	260
"84855063780"	245
"84855063840"	247
"84855063900"	267
"84855063960"	249
"84855064020"	231
"84855064080"	248
"84855064140"	246
"84855064200"	243
"84855064260"	245
"84855064320"	243
"84855064380"	268
"84855064440"	239
"84855064500"	228
"84855064560"	232
"84855064620"	243
"84855064680"	260
"84855064740"	248
"84855064800"	251
"84855064860"	254
"84855064920"	258
"84855064980"	252
"84855065040"	248
"84855065100"	254
"84855065160"	239
"84855065220"	257
"84855065280"	225
"84855065340"	263
"84855065400"	241
"84855065460"	224
"84855065520"	253
"84855065580"	233
"84855065640"	262
"84855065700"	246
"84855065760"	252
"84855065820"	236
"84855065880"	236
"84855065940"	243
"84855066000"	239
"84855066060"	261
"84855066120"	252
"84855066180"	251
"84855066240"	252
"84855066300"	277
"84855066360"	244
"84855066420"	263
"84855066480"	255
"84855066540"	252
"84855066600"	259
"84855066660"	254
"84855066720"	256
"84855066780"	232
"84855066840"	219
"84855066900"	172
"84855066960"	170
"84855067020"	180
"84855067080"	150
"84855067140"	195
"84855067200"	232
"84855067260"	226
"84855067320"	221
"84855067380"	270
"84855067440"	248
"84855067500"	256
"84855067560"	264
"84855067620"	241
"84855067680"	243
"84855067740"	251
"84855067800"	226
"84855067860"	240
"84855067920"	286
"84855067980"	234
"84855068040"	240
"84855068100"	233
"84855068160"	256
"84855068220"	256
"84855068280"	239
"84855068340"	238
"84855068400"	256
"84855068460"	272
"84855068520"	247
"84855068580"	237
"84855068640"	226
"84855068700"	245
"84855068760"	258
"84855068820"	232
"84855068880"	250
"84855068940"	248
"84855069000"	233
"84855069060"	259
"84855069120"	224
"84855069180"	244
"84855069240"	240
"84855069300"	235
"84855069360"	240
"84855069420"	241
"84855069480"	266
"84855069540"	232
"84855069600"	265
"84855069660"	228
"84855069720"	224
"84855069780"	244
"84855069840"	235
"84855069900"	188
"84855069960"	252
"84855070020"	257
"84855070080"	248
"84855070140"	254
"84855070200"	227
"84855070260"	244
"84855070320"	249
"84855070380"	253
"84855070440"	226
"84855070500"	171
"84855070560"	169
"84855070620"	177
"84855070680"	175
"84855070740"	143
"84855070800"	233
"84855070860"	216
"84855070920"	244
"84855070980"	246
"84855071040"	234
"84855071100"	236
"84855071160"	231
"84855071220"	250
"84855071280"	259
"84855071340"	229
"84855071400"	220
"84855071460"	239
"84855071520"	228
"84855071580"	232
"84855071640"	221
"84855071700"	206
"84855071760"	234
"84855071820"	249
"84855071880"	239
"84855071940"	235
"84855072000"	223
"84855072060"	233
"84855072120"	218
"84855072180"	211
"84855072240"	253
"84855072300"	248
"84855072360"	236
"84855072420"	233
"84855072480"	240
"84855072540"	226
"84855072600"	252
"84855072660"	232
"84855072720"	205
"84855072780"	201
"84855072840"	215
"84855072900"	227
"84855072960"	233
"84855073020"	251
"84855073080"	229
"84855073140"	231
"84855073200"	229
"84855073260"	222
"84855073320"	260
"84855073380"	230
"84855073440"	247
"84855073500"	236
"84855073560"	227
"84855073620"	209
"84855073680"	226
"84855073740"	243
"84855073800"	235
"84855073860"	246
"84855073920"	249
"84855073980"	239
"84855074040"	223
"84855074100"	201
"84855074160"	213
"84855074220"	176
"84855074280"	167
"84855074340"	151
"84855074400"	177
"84855074460"	204
"84855074520"	246
"84855074580"	213
"84855074640"	210
"84855074700"	245
"84855074760"	238
"84855074820"	235
"84855074880"	244
"84855074940"	221
"84855075000"	220
"84855075060"	215
"84855075120"	245
"84855075180"	225
"84855075240"	239
"84855075300"	242
"84855075360"	234
"84855075420"	236
"84855075480"	200
"84855075540"	232
"84855075600"	232
"84855075660"	235
"84855075720"	229
"84855075780"	239
"84855075840"	259
"84855075900"	249
"84855075960"	227
"84855076020"	208
"84855076080"	219
"84855076140"	231
"84855076200"	230
"84855076260"	233
"84855076320"	233
"84855076380"	236
"84855076440"	204
"84855076500"	225
"84855076560"	223
"84855076620"	240
"84855076680"	246
"84855076740"	243
"84855076800"	234
"84855076860"	227
"84855076920"	231
"84855076980"	226
"84855077040"	235
"84855077100"	218
"84855077160"	222
"84855077220"	259
"84855077280"	228
"84855077340"	239
"84855077400"	229
"84855077460"	223
"84855077520"	242
"84855077580"	233
"84855077640"	236
"84855077700"	157
"84855077760"	162
"84855077820"	158
"84855077880"	157
"84855077940"	153
"84855078000"	213
"84855078060"	235
"84855078120"	201
"84855078180"	220
"84855078240"	221
"84855078300"	238
"84855078360"	219
"84855078420"	239
"84855078480"	247
"84855078540"	242
"84855078600"	213
"84855078660"	233
"84855078720"	253
"84855078780"	211
"84855078840"	233
"84855078900"	230
"84855078960"	229
"84855079020"	207
"84855079080"	241
"84855079140"	190
"84855079200"	225
"84855031380"	49
"84855031440"	237
"84855031500"	422
"84855031560"	480
"84855031620"	508
"84855031680"	503
"84855031740"	520
"84855031800"	505
"84855031860"	475
"84855031920"	524
"84855031980"	513
"84855032040"	520
"84855032100"	497
"84855032160"	500
"84855032220"	489
"84855032280"	494
"84855032340"	493
"84855032400"	488
"84855032460"	488
"84855032520"	510
"84855032580"	485
"84855032640"	497
"84855032700"	508
"84855032760"	491
"84855032820"	502
"84855032880"	484
"84855032940"	471
"84855033000"	473
"84855033060"	462
"84855033120"	443
"84855033180"	447
"84855033240"	456
"84855033300"	440
"84855033360"	469
"84855033420"	456
"84855033480"	452
"84855033540"	457
"84855033600"	433
"84855033660"	441
"84855033720"	446
"84855033780"	430
"84855033840"	431
"84855033900"	428
"84855033960"	425
"84855034020"	430
"84855034080"	409
"84855034140"	405
"84855034200"	403
"84855034260"	411
"84855034320"	426
"84855034380"	405
"84855034440"	361
"84855034500"	439
"84855034560"	424
"84855034620"	435
"84855034680"	439
"84855034740"	440
"84855034800"	389
"84855034860"	391
"84855034920"	385
"84855034980"	405
"84855035040"	399
"84855035100"	405
"84855035160"	388
"84855035220"	395
"84855035280"	410
"84855035340"	408
"84855035400"	392
"84855035460"	396
"84855035520"	404
"84855035580"	388
"84855035640"	379
"84855035700"	391
"84855035760"	377
"84855035820"	396
"84855035880"	403
"84855035940"	379
"84855036000"	396
"84855036060"	374
"84855036120"	397
"84855036180"	402
"84855036240"	386
"84855036300"	382
"84855036360"	375
"84855036420"	396
"84855036480"	387
"84855036540"	370
"84855036600"	361
"84855036660"	379
"84855036720"	364
"84855036780"	385
"84855036840"	370
"84855036900"	368
"84855036960"	366
"84855037020"	370
"84855037080"	344
"84855037140"	359
"84855037200"	354
"84855037260"	360
"84855037320"	360
"84855037380"	360
"84855037440"	373
"84855037500"	351
"84855037560"	344
"84855037620"	353
"84855037680"	379
"84855037740"	349
"84855037800"	333
"84855037860"	353
"84855037920"	361
"84855037980"	360
"84855038040"	271
"84855038100"	311
"84855038160"	406
"84855038220"	409
"84855038280"	402
"84855038340"	412
"84855038400"	381
"84855038460"	388
"84855038520"	380
"84855038580"	372
"84855038640"	397
"84855038700"	410
"84855038760"	410
"84855038820"	415
"84855038880"	413
"84855038940"	414
"84855039000"	380
"84855039060"	392
"84855039120"	423
"84855039180"	406
"84855039240"	403
"84855039300"	394
"84855039360"	393
"84855039420"	396
"84855039480"	399
"84855039540"	405
"84855039600"	400
"84855039660"	373
"84855039720"	391
"84855039780"	416
"84855039840"	406
"84855039900"	398
"84855039960"	393
"84855040020"	402
"84855040080"	391
"84855040140"	396
"84855040200"	390
"84855040260"	391
"84855040320"	373
"84855040380"	400
"84855040440"	394
"84855040500"	387
"84855040560"	390
"84855040620"	380
"84855040680"	377
"84855040740"	378
"84855040800"	389
"84855040860"	368
"84855040920"	388
"84855040980"	386
"84855041040"	397
"84855041100"	390
"84855041160"	365
"84855041220"	410
"84855041280"	397
"84855041340"	406
"84855041400"	402
"84855041460"	401
"84855041520"	405
"84855041580"	388
"84855041640"	304
"84855041700"	254
"84855041760"	352
"84855041820"	391
"84855041880"	381
"84855041940"	395
"84855042000"	391
"84855042060"	380
"84855042120"	339
"84855042180"	363
"84855042240"	381
"84855042300"	385
"84855042360"	404
"84855042420"	399
"84855042480"	386
"84855042540"	382
"84855042600"	377
"84855042660"	361
"84855042720"	373
"84855042780"	380
"84855042840"	391
"84855042900"	373
"84855042960"	372
"84855043020"	368
"84855043080"	373
"84855043140"	383
"84855043200"	390
"84855043260"	368
"84855043320"	365
"84855043380"	376
"84855043440"	401
"84855043500"	403
"84855043560"	357
"84855043620"	376
"84855043680"	397
"84855043740"	368
"84855043800"	381
"84855043860"	382
"84855043920"	344
"84855043980"	376
"84855044040"	392
"84855044100"	368
"84855044160"	386
"84855044220"	360
"84855044280"	372
"84855044340"	395
